1,58
5,59
10,63
15,73
11,50
10,50
9,45
8,45
29,38
29,39
30,40
28,39
32,75
30,76
17,78
33,80
1,3
1,2
0,3
1,3
7,53
11,53
13,54
14,57
10,86
10,85
19,84
26,86
29,64
26,64
24,66
30,65
2,4
2,4
3,6
3,6
27,34
25,33
21,31
20,30
13,90
13,88
5,86
0,85
21,40
20,40
21,41
21,43
18,57
19,55
19,53
20,55
17,33
20,36
20,37
19,37
4,47
14,50
16,48
6,37
19,60
26,61
27,61
26,63
9,26
7,22
2,16
11,30
9,100
6,100
5,100
6,100
23,61
26,68
25,69
21,67
16,36
24,36
11,32
12,33
11,50
16,54
18,57
23,65
10,35
12,43
12,40
9,36
12,42
15,40
17,42
19,44
34,89
39,92
21,91
22,92
6,40
17,42
18,41
20,42
22,35
23,35
22,35
23,36
20,100
25,100
29,100
32,100
31,82
31,78
39,80
43,82
15,81
20,83
24,84
21,81
39,75
36,74
36,73
34,73
1,27
0,29
2,33
3,35
4,16
4,16
4,16
4,15
6,22
5,21
6,23
6,23
14,100
14,100
16,100
16,100
30,81
30,80
21,80
437,68
23,80
29,82
101,63
33,63
13,27
13,27
17,30
22,33
19,31
19,31
19,32
20,32
2,14
6,16
4,20
3,20
30,66
30,67
27,65
28,66
35,100
21,100
37,100
38,100
24,52
3,45
6,26
8,27
8,26
9,28
32,53
33,55
33,55
34,56
0,0
0,0
0,0
0,0
11,40
12,41
14,42
14,44
19,52
19,52
19,52
19,53
8,15
8,15
8,15
6,15
0,0
0,0
0,0
0,0
20,51
5,44
6,43
5,42
15,40
14,40
13,39
12,38
0,0
0,0
0,0
0,0
5,24
3,23
4,22
3,23
21,61
24,62
25,62
26,63
16,52
19,51
10,46
11,48
9,17
12,20
15,8
16,1
36,88
41,88
45,88
45,87
22,100
24,100
22,100
28,100
9,18
9,19
10,19
8,19
13,74
19,72
16,75
11,76
53,68
2,70
4,70
4,71
11,21
12,21
12,21
2,21
35,64
32,64
33,64
34,64
8,100
28,100
20,100
35,100
10,25
10,25
11,24
8,27
1,5
2,6
2,6
2,5
10,26
6,25
8,27
1,25
17,30
22,35
18,31
17,32
9,12
9,12
9,11
8,10
34,70
31,65
27,63
26,64
9,31
11,34
16,40
19,43
28,95
33,95
24,95
28,96
20,82
22,82
18,83
19,84
48,51
44,46
50,37
28,36
0,0
0,0
0,0
0,0
19,44
19,45
19,44
20,45
14,43
11,32
15,31
148,19
6,15
5,14
6,15
6,17
11,34
11,34
11,34
12,36
9,39
7,36
9,39
9,39
14,15
16,17
15,16
17,18
23,58
20,59
21,59
17,59
18,43
18,43
18,44
18,45
0,0
0,0
0,0
0,0
61,100
53,100
55,100
58,100
17,27
17,27
17,26
1,13
12,25
12,25
11,26
11,25
17,31
16,29
18,34
20,37
1,16
3,17
3,23
3,24
14,36
12,29
10,25
13,31
0,0
0,0
0,0
0,0
25,76
32,77
5,76
7,57
20,31
18,30
19,31
19,31
19,65
18,64
13,60
16,60
3,13
3,13
3,13
3,13
73,84
241,91
58,5
11,15
13,36
15,36
13,34
12,35
4,78
7,76
3,76
2,75
23,61
20,59
22,60
26,63
11,19
4,16
29,67
29,68
30,72
31,75
13,41
14,42
16,43
16,43
15,58
8,59
13,56
15,57
19,42
19,40
18,40
17,40
13,83
10,80
11,81
19,84
6,19
6,18
6,17
6,16
15,29
12,28
10,28
3,29
47,81
27,80
41,80
21,70
22,35
25,39
22,37
30,47
9,45
5,43
19,58
18,60
10,39
14,40
12,40
14,41
16,32
15,31
12,30
11,32
0,0
0,0
0,0
0,0
10,32
10,31
9,31
10,31
16,41
21,39
13,38
19,38
12,22
12,22
12,21
13,22
17,52
17,51
17,52
17,52
21,44
23,46
25,46
26,46
36,69
33,66
31,63
32,63
36,69
33,66
31,63
32,63
11,18
11,20
11,20
12,21
29,64
26,63
16,63
23,63
12,36
12,36
12,35
7,30
26,100
27,100
26,100
21,100
16,39
16,38
13,37
11,36
17,58
19,59
21,59
22,60
7,22
5,21
5,21
9,22
16,37
21,40
22,40
23,41
16,32
13,30
14,29
8,29
5,78
23,89
158,84
24,87
3,63
1,62
21,68
20,69
30,82
28,81
26,79
26,78
11,46
12,46
14,46
12,47
18,42
17,40
19,44
21,47
23,63
27,66
26,65
26,67
19,35
14,34
18,35
17,37
15,80
17,80
15,81
14,81
10,22
20,30
12,23
14,27
14,40
19,44
18,43
17,43
13,85
25,86
29,86
76,75
21,50
21,51
21,51
21,53
29,64
21,65
35,66
37,67
34,81
31,81
9,73
2,67
18,42
21,45
21,43
22,44
31,68
31,68
21,68
28,70
15,100
13,100
31,100
14,100
9,30
10,30
8,31
11,31
13,36
12,33
16,35
3,35
21,74
25,75
50,73
25,75
15,28
11,21
15,27
10,28
9,31
9,31
9,30
11,33
8,78
9,80
6,80
5,82
38,72
41,73
43,73
38,74
9,16
0,8
5,12
3,11
21,52
21,51
21,50
20,50
36,76
40,83
35,84
45,86
5,33
9,35
10,34
11,35
32,36
26,30
0,9
84,80
10,63
8,63
4,64
6,66
